# Nygaard Kirkwood HullRadSAS SAXS_weights
4.459120635616574013e+00 3.672136306762695312e+00 4.833999999999999631e+00 1.387900000000000044e-05
4.938390924906307156e+00 4.011772155761718750e+00 5.121000000000000441e+00 2.267100000000000029e-05
5.789807217747982904e+00 4.494239807128906250e+00 5.849000000000000199e+00 3.399999999999999973e-05
5.563710450261746487e+00 4.183889865875244141e+00 5.719999999999999751e+00 1.760399999999999950e-05
5.023604729133795743e+00 3.997839212417602539e+00 5.158999999999999808e+00 2.555999999999999922e-05
5.518939629400919422e+00 4.435842037200927734e+00 5.926999999999999602e+00 3.090200000000000330e-05
5.669116366457691569e+00 4.537066459655761719e+00 5.814000000000000057e+00 5.233300000000000191e-05
5.794540783671548567e+00 4.767469406127929688e+00 5.780000000000000249e+00 5.614499999999999862e-05
5.816260524009766009e+00 5.025901794433593750e+00 6.054000000000000270e+00 5.278899999999999890e-05
5.215297171640619567e+00 4.435215950012207031e+00 5.576999999999999957e+00 5.413700000000000023e-05
4.958510022094579028e+00 4.232963562011718750e+00 5.386000000000000121e+00 4.035500000000000241e-05
5.165065985508167756e+00 4.269746780395507812e+00 5.344000000000000306e+00 3.158299999999999899e-05
5.362166503154506714e+00 4.193379402160644531e+00 5.666999999999999815e+00 3.220200000000000102e-05
5.270320806994861940e+00 4.048536300659179688e+00 5.567000000000000171e+00 2.436800000000000115e-05
4.966999321159792480e+00 4.156353950500488281e+00 5.317000000000000171e+00 3.024499999999999926e-05
4.899929207891899452e+00 4.029211997985839844e+00 5.363999999999999879e+00 2.357599999999999925e-05
5.239522186554113503e+00 4.293545722961425781e+00 5.434000000000000163e+00 2.964600000000000042e-05
5.248224602704987696e+00 4.228430271148681641e+00 5.381000000000000227e+00 3.906799999999999932e-05
4.925551925528671937e+00 4.079467296600341797e+00 4.950000000000000178e+00 2.520599999999999889e-05
5.341691852591201162e+00 4.347747325897216797e+00 5.466000000000000192e+00 4.104599999999999969e-05
5.835687139035193205e+00 4.369290351867675781e+00 5.612000000000000099e+00 4.314699999999999872e-05
6.093653398497789198e+00 4.652194023132324219e+00 5.589999999999999858e+00 3.321099999999999763e-05
6.046708090659086210e+00 4.677922248840332031e+00 5.849000000000000199e+00 3.630799999999999864e-05
5.776690500313550913e+00 4.547070026397705078e+00 5.657000000000000028e+00 2.437100000000000095e-05
5.860347848657583292e+00 4.643692493438720703e+00 5.932000000000000384e+00 4.322600000000000254e-05
6.171245631544992172e+00 4.793007850646972656e+00 6.275000000000000355e+00 4.142499999999999725e-05
6.396729750280371718e+00 5.210729122161865234e+00 6.838000000000000078e+00 6.050100000000000231e-05
5.912830301264095922e+00 4.651918888092041016e+00 6.157000000000000028e+00 4.944900000000000039e-05
5.598819486720111982e+00 4.508590698242187500e+00 5.660000000000000142e+00 4.372799999999999875e-05
